"*Beginning for the 2015-16 season, reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView. Data from clinical laboratories include the weekly total number of specimens tested, the number of positive influenza test, and the percent positive by influenza type."
REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
States,Tennessee,2018,49,179,2,4,3.35,1.12,2.23
States,Texas,2018,49,2505,119,18,5.47,4.75,0.72
States,Utah,2018,49,646,16,4,3.1,2.48,0.62
States,Vermont,2018,49,109,7,0,6.42,6.42,0
States,Virginia,2018,49,405,5,0,1.23,1.23,0
States,Washington,2018,49,889,23,1,2.7,2.59,0.11
States,West Virginia,2018,49,580,5,1,1.03,0.86,0.17
States,Wisconsin,2018,49,1056,5,0,0.47,0.47,0
States,Wyoming,2018,49,X,X,X,X,X,X
States,Alabama,2018,50,844,117,1,13.98,13.86,0.12
States,Alaska,2018,50,X,X,X,X,X,X
States,Arizona,2018,50,337,24,1,7.42,7.12,0.3
States,Arkansas,2018,50,281,4,2,2.14,1.42,0.71
States,California,2018,50,1251,251,4,20.38,20.06,0.32
States,Colorado,2018,50,818,133,1,16.38,16.26,0.12
States,Connecticut,2018,50,679,41,0,6.04,6.04,0
States,Delaware,2018,50,343,37,0,10.79,10.79,0
States,Florida,2018,50,X,X,X,X,X,X
States,Georgia,2018,50,2030,443,14,22.51,21.82,0.69
States,Hawaii,2018,50,122,4,0,3.28,3.28,0
States,Idaho,2018,50,67,1,0,1.49,1.49,0
States,Illinois,2018,50,297,10,2,4.04,3.37,0.67
States,Indiana,2018,50,308,12,0,3.9,3.9,0
States,Iowa,2018,50,275,2,1,1.09,0.73,0.36
States,Kansas,2018,50,88,1,0,1.14,1.14,0
States,Kentucky,2018,50,604,19,1,3.31,3.15,0.17
States,Louisiana,2018,50,480,7,4,2.29,1.46,0.83
States,Maine,2018,50,61,3,0,4.92,4.92,0
States,Maryland,2018,50,271,18,4,8.12,6.64,1.48
States,Massachusetts,2018,50,818,66,5,8.68,8.07,0.61
States,Michigan,2018,50,1351,81,6,6.44,6,0.44
States,Minnesota,2018,50,421,2,0,0.48,0.48,0
States,Mississippi,2018,50,85,3,1,4.71,3.53,1.18
States,Missouri,2018,50,1300,106,0,8.15,8.15,0
States,Montana,2018,50,167,9,4,7.78,5.39,2.4
States,Nebraska,2018,50,198,33,0,16.67,16.67,0
States,Nevada,2018,50,25,5,0,20,20,0
States,New Hampshire,2018,50,X,X,X,X,X,X
States,New Jersey,2018,50,X,X,X,X,X,X
States,New Mexico,2018,50,322,18,3,6.52,5.59,0.93
States,New York,2018,50,2852,157,10,5.86,5.5,0.35
States,North Carolina,2018,50,519,23,0,4.43,4.43,0
States,North Dakota,2018,50,152,9,0,5.92,5.92,0
States,Ohio,2018,50,2493,186,10,7.86,7.46,0.4
States,Oklahoma,2018,50,359,4,2,1.67,1.11,0.56
States,Oregon,2018,50,572,38,0,6.64,6.64,0
States,Pennsylvania,2018,50,417,22,0,5.28,5.28,0
States,Rhode Island,2018,50,X,X,X,X,X,X
States,South Carolina,2018,50,464,22,0,4.74,4.74,0
States,South Dakota,2018,50,64,0,0,0,0,0
States,Tennessee,2018,50,173,8,2,5.78,4.62,1.16
States,Texas,2018,50,3114,324,32,11.43,10.4,1.03
States,Utah,2018,50,652,42,4,7.06,6.44,0.61
States,Vermont,2018,50,154,23,0,14.94,14.94,0
States,Virginia,2018,50,447,21,0,4.7,4.7,0
States,Washington,2018,50,1053,34,0,3.23,3.23,0
States,West Virginia,2018,50,609,5,0,0.82,0.82,0
States,Wisconsin,2018,50,1154,15,4,1.65,1.3,0.35
States,Wyoming,2018,50,X,X,X,X,X,X
States,Alabama,2018,51,931,212,2,22.99,22.77,0.21
States,Alaska,2018,51,11,0,0,0,0,0
States,Arizona,2018,51,434,46,2,11.06,10.6,0.46
States,Arkansas,2018,51,342,10,4,4.09,2.92,1.17
States,California,2018,51,1244,223,4,18.25,17.93,0.32
States,Colorado,2018,51,1100,223,0,20.27,20.27,0
States,Connecticut,2018,51,882,82,0,9.3,9.3,0
States,Delaware,2018,51,404,59,2,15.1,14.6,0.5
States,Florida,2018,51,X,X,X,X,X,X
States,Georgia,2018,51,2555,702,14,28.02,27.48,0.55
States,Hawaii,2018,51,118,3,0,2.54,2.54,0
States,Idaho,2018,51,83,5,0,6.02,6.02,0
States,Illinois,2018,51,361,23,3,7.2,6.37,0.83
States,Indiana,2018,51,298,18,0,6.04,6.04,0
States,Iowa,2018,51,299,3,0,1,1,0
States,Kansas,2018,51,99,10,1,11.11,10.1,1.01
States,Kentucky,2018,51,731,71,1,9.85,9.71,0.14
States,Louisiana,2018,51,500,9,4,2.6,1.8,0.8
States,Maine,2018,51,68,2,0,2.94,2.94,0
States,Maryland,2018,51,320,30,0,9.38,9.38,0
States,Massachusetts,2018,51,950,130,1,13.79,13.68,0.11
States,Michigan,2018,51,1558,117,6,7.89,7.51,0.39
States,Minnesota,2018,51,340,9,1,2.94,2.65,0.29
States,Mississippi,2018,51,92,5,0,5.43,5.43,0
States,Missouri,2018,51,1665,143,0,8.59,8.59,0
States,Montana,2018,51,188,8,4,6.38,4.26,2.13
States,Nebraska,2018,51,305,67,0,21.97,21.97,0
States,Nevada,2018,51,31,0,0,0,0,0
States,New Hampshire,2018,51,X,X,X,X,X,X
States,New Jersey,2018,51,X,X,X,X,X,X
States,New Mexico,2018,51,458,94,0,20.52,20.52,0
States,New York,2018,51,3169,266,4,8.52,8.39,0.13
States,North Carolina,2018,51,484,29,2,6.4,5.99,0.41
States,North Dakota,2018,51,181,15,0,8.29,8.29,0
States,Ohio,2018,51,3017,398,10,13.52,13.19,0.33
States,Oklahoma,2018,51,379,9,1,2.64,2.37,0.26
States,Oregon,2018,51,715,66,1,9.37,9.23,0.14
States,Pennsylvania,2018,51,570,47,0,8.25,8.25,0
States,Rhode Island,2018,51,X,X,X,X,X,X
States,South Carolina,2018,51,523,50,1,9.75,9.56,0.19
States,South Dakota,2018,51,88,0,0,0,0,0
States,Tennessee,2018,51,222,11,5,7.21,4.95,2.25
States,Texas,2018,51,3709,694,34,19.63,18.71,0.92
States,Utah,2018,51,773,61,9,9.06,7.89,1.16
States,Vermont,2018,51,209,39,0,18.66,18.66,0
States,Virginia,2018,51,460,20,0,4.35,4.35,0
States,Washington,2018,51,1082,60,0,5.55,5.55,0
States,West Virginia,2018,51,701,27,0,3.85,3.85,0
States,Wisconsin,2018,51,1205,40,5,3.73,3.32,0.41
States,Wyoming,2018,51,X,X,X,X,X,X
States,Alabama,2018,52,885,135,1,15.37,15.25,0.11
States,Alaska,2018,52,14,0,0,0,0,0
States,Arizona,2018,52,465,57,4,13.12,12.26,0.86
States,Arkansas,2018,52,343,22,3,7.29,6.41,0.87
States,California,2018,52,1231,197,5,16.41,16,0.41
States,Colorado,2018,52,1396,288,2,20.77,20.63,0.14
States,Connecticut,2018,52,1090,143,2,13.3,13.12,0.18
States,Delaware,2018,52,399,50,0,12.53,12.53,0
States,Florida,2018,52,X,X,X,X,X,X
States,Georgia,2018,52,2820,649,39,24.4,23.01,1.38
States,Hawaii,2018,52,200,22,0,11,11,0
States,Idaho,2018,52,152,22,2,15.79,14.47,1.32
States,Illinois,2018,52,392,36,4,10.2,9.18,1.02
States,Indiana,2018,52,391,42,0,10.74,10.74,0
States,Iowa,2018,52,256,10,0,3.91,3.91,0
States,Kansas,2018,52,133,7,0,5.26,5.26,0
States,Kentucky,2018,52,893,196,0,21.95,21.95,0
States,Louisiana,2018,52,601,29,5,5.66,4.83,0.83
States,Maine,2018,52,54,3,0,5.56,5.56,0
States,Maryland,2018,52,328,42,3,13.72,12.8,0.91
States,Massachusetts,2018,52,1239,240,1,19.45,19.37,0.08
States,Michigan,2018,52,1969,251,6,13.05,12.75,0.3
States,Minnesota,2018,52,426,15,0,3.52,3.52,0
States,Mississippi,2018,52,111,8,1,8.11,7.21,0.9
States,Missouri,2018,52,2199,223,2,10.23,10.14,0.09
States,Montana,2018,52,258,20,3,8.91,7.75,1.16
States,Nebraska,2018,52,283,80,0,28.27,28.27,0
States,Nevada,2018,52,45,11,0,24.44,24.44,0
States,New Hampshire,2018,52,X,X,X,X,X,X
States,New Jersey,2018,52,X,X,X,X,X,X
States,New Mexico,2018,52,338,96,0,28.4,28.4,0
States,New York,2018,52,3399,436,7,13.03,12.83,0.21
States,North Carolina,2018,52,674,60,4,9.5,8.9,0.59
States,North Dakota,2018,52,191,23,0,12.04,12.04,0
States,Ohio,2018,52,3451,592,5,17.3,17.15,0.14
States,Oklahoma,2018,52,375,11,6,4.53,2.93,1.6
States,Oregon,2018,52,813,97,0,11.93,11.93,0
States,Pennsylvania,2018,52,725,105,5,15.17,14.48,0.69
States,Rhode Island,2018,52,X,X,X,X,X,X
States,South Carolina,2018,52,647,86,1,13.45,13.29,0.15
States,South Dakota,2018,52,85,3,0,3.53,3.53,0
States,Tennessee,2018,52,257,29,1,11.67,11.28,0.39
States,Texas,2018,52,3716,782,40,22.12,21.04,1.08
States,Utah,2018,52,1075,141,13,14.33,13.12,1.21
States,Vermont,2018,52,263,61,1,23.57,23.19,0.38
States,Virginia,2018,52,458,43,0,9.39,9.39,0
States,Washington,2018,52,1326,88,2,6.79,6.64,0.15
States,West Virginia,2018,52,719,36,4,5.56,5.01,0.56
States,Wisconsin,2018,52,1315,69,2,5.4,5.25,0.15
States,Wyoming,2018,52,X,X,X,X,X,X
States,Alabama,2019,1,920,108,7,12.5,11.74,0.76
States,Alaska,2019,1,X,X,X,X,X,X
States,Arizona,2019,1,392,69,2,18.11,17.6,0.51
States,Arkansas,2019,1,267,14,1,5.62,5.24,0.37
States,California,2019,1,1196,135,4,11.62,11.29,0.33
States,Colorado,2019,1,1403,210,2,15.11,14.97,0.14
States,Connecticut,2019,1,1292,173,1,13.47,13.39,0.08
States,Delaware,2019,1,391,42,0,10.74,10.74,0
States,Florida,2019,1,X,X,X,X,X,X
States,Georgia,2019,1,2189,243,7,11.42,11.1,0.32
States,Hawaii,2019,1,232,30,0,12.93,12.93,0
States,Idaho,2019,1,127,25,0,19.69,19.69,0
States,Illinois,2019,1,424,48,2,11.79,11.32,0.47
States,Indiana,2019,1,526,40,0,7.6,7.6,0
States,Iowa,2019,1,347,15,0,4.32,4.32,0
States,Kansas,2019,1,127,6,0,4.72,4.72,0
States,Kentucky,2019,1,1105,207,0,18.73,18.73,0
States,Louisiana,2019,1,515,19,7,5.05,3.69,1.36
States,Maine,2019,1,93,7,0,7.53,7.53,0
States,Maryland,2019,1,366,43,1,12.02,11.75,0.27
States,Massachusetts,2019,1,1496,306,0,20.45,20.45,0
States,Michigan,2019,1,1968,226,3,11.64,11.48,0.15
States,Minnesota,2019,1,530,42,0,7.92,7.92,0
States,Mississippi,2019,1,121,6,3,7.44,4.96,2.48
States,Missouri,2019,1,1949,179,2,9.29,9.18,0.1
States,Montana,2019,1,256,24,0,9.38,9.38,0
States,Nebraska,2019,1,289,68,0,23.53,23.53,0
States,Nevada,2019,1,30,6,1,23.33,20,3.33
States,New Hampshire,2019,1,X,X,X,X,X,X
States,New Jersey,2019,1,X,X,X,X,X,X
States,New Mexico,2019,1,408,88,0,21.57,21.57,0
States,New York,2019,1,3852,513,3,13.4,13.32,0.08
States,North Carolina,2019,1,619,31,4,5.65,5.01,0.65
States,North Dakota,2019,1,240,24,0,10,10,0
States,Ohio,2019,1,3682,441,6,12.14,11.98,0.16
States,Oklahoma,2019,1,396,6,3,2.27,1.52,0.76
States,Oregon,2019,1,972,101,1,10.49,10.39,0.1
States,Pennsylvania,2019,1,807,82,1,10.29,10.16,0.12
States,Rhode Island,2019,1,X,X,X,X,X,X
States,South Carolina,2019,1,647,64,1,10.05,9.89,0.15
States,South Dakota,2019,1,74,5,0,6.76,6.76,0
States,Tennessee,2019,1,197,10,0,5.08,5.08,0
States,Texas,2019,1,3432,485,42,15.36,14.13,1.22
States,Utah,2019,1,1232,206,7,17.29,16.72,0.57
States,Vermont,2019,1,293,39,0,13.31,13.31,0
States,Virginia,2019,1,530,41,0,7.74,7.74,0
States,Washington,2019,1,1483,138,5,9.64,9.31,0.34
States,West Virginia,2019,1,881,39,2,4.65,4.43,0.23
States,Wisconsin,2019,1,2384,59,1,2.52,2.47,0.04
States,Wyoming,2019,1,X,X,X,X,X,X
States,Alabama,2019,2,600,56,1,9.5,9.33,0.17
States,Alaska,2019,2,X,X,X,X,X,X
States,Arizona,2019,2,393,56,0,14.25,14.25,0
States,Arkansas,2019,2,282,35,5,14.18,12.41,1.77
States,California,2019,2,1350,187,4,14.15,13.85,0.3
States,Colorado,2019,2,819,149,2,18.44,18.19,0.24
States,Connecticut,2019,2,1238,197,2,16.07,15.91,0.16
States,Delaware,2019,2,382,62,0,16.23,16.23,0
States,Florida,2019,2,X,X,X,X,X,X
States,Georgia,2019,2,1650,99,13,6.79,6,0.79
States,Hawaii,2019,2,286,34,1,12.24,11.89,0.35
States,Idaho,2019,2,148,17,0,11.49,11.49,0
States,Illinois,2019,2,473,48,3,10.78,10.15,0.63
States,Indiana,2019,2,372,26,0,6.99,6.99,0
States,Iowa,2019,2,345,28,0,8.12,8.12,0
States,Kansas,2019,2,145,6,1,4.83,4.14,0.69
States,Kentucky,2019,2,994,160,0,16.1,16.1,0
States,Louisiana,2019,2,492,26,5,6.3,5.28,1.02
States,Maine,2019,2,111,13,0,11.71,11.71,0
States,Maryland,2019,2,358,35,4,10.89,9.78,1.12
States,Massachusetts,2019,2,1583,336,3,21.42,21.23,0.19
States,Michigan,2019,2,1909,202,8,11,10.58,0.42
States,Minnesota,2019,2,592,51,2,8.95,8.61,0.34
States,Mississippi,2019,2,97,7,3,10.31,7.22,3.09
States,Missouri,2019,2,1805,183,1,10.19,10.14,0.06
States,Montana,2019,2,224,9,2,4.91,4.02,0.89
States,Nebraska,2019,2,308,75,0,24.35,24.35,0
States,Nevada,2019,2,61,19,1,32.79,31.15,1.64
States,New Hampshire,2019,2,X,X,X,X,X,X
States,New Jersey,2019,2,X,X,X,X,X,X
States,New Mexico,2019,2,587,129,0,21.98,21.98,0
States,New York,2019,2,3954,558,9,14.34,14.11,0.23
States,North Carolina,2019,2,637,48,1,7.69,7.54,0.16
States,North Dakota,2019,2,266,37,1,14.29,13.91,0.38
States,Ohio,2019,2,3174,350,9,11.31,11.03,0.28
States,Oklahoma,2019,2,328,9,3,3.66,2.74,0.91
States,Oregon,2019,2,832,110,1,13.34,13.22,0.12
States,Pennsylvania,2019,2,688,86,3,12.94,12.5,0.44
States,Rhode Island,2019,2,X,X,X,X,X,X
States,South Carolina,2019,2,592,36,2,6.42,6.08,0.34
States,South Dakota,2019,2,89,7,0,7.87,7.87,0
States,Tennessee,2019,2,140,4,1,3.57,2.86,0.71
States,Texas,2019,2,3205,455,55,15.91,14.2,1.72
States,Utah,2019,2,1443,282,15,20.58,19.54,1.04
States,Vermont,2019,2,238,20,0,8.4,8.4,0
States,Virginia,2019,2,529,33,0,6.24,6.24,0
States,Washington,2019,2,1600,147,6,9.56,9.19,0.38
States,West Virginia,2019,2,801,26,1,3.37,3.25,0.12
States,Wisconsin,2019,2,1707,89,6,5.57,5.21,0.35
States,Wyoming,2019,2,X,X,X,X,X,X
States,Alabama,2019,3,644,30,7,5.75,4.66,1.09
States,Alaska,2019,3,14,1,0,7.14,7.14,0
States,Arizona,2019,3,471,52,1,11.25,11.04,0.21
States,Arkansas,2019,3,380,70,1,18.68,18.42,0.26
States,California,2019,3,1174,175,5,15.33,14.91,0.43
States,Colorado,2019,3,984,186,1,19,18.9,0.1
States,Connecticut,2019,3,1296,279,1,21.6,21.53,0.08
States,Delaware,2019,3,474,86,0,18.14,18.14,0
States,Florida,2019,3,X,X,X,X,X,X
States,Georgia,2019,3,1488,92,20,7.53,6.18,1.34
States,Hawaii,2019,3,200,28,0,14,14,0
States,Idaho,2019,3,178,44,2,25.84,24.72,1.12
States,Illinois,2019,3,464,68,0,14.66,14.66,0
States,Indiana,2019,3,329,24,0,7.29,7.29,0
States,Iowa,2019,3,338,31,0,9.17,9.17,0
States,Kansas,2019,3,138,5,0,3.62,3.62,0
States,Kentucky,2019,3,1039,165,2,16.07,15.88,0.19
States,Louisiana,2019,3,468,33,3,7.69,7.05,0.64
States,Maine,2019,3,124,18,0,14.52,14.52,0
States,Maryland,2019,3,341,56,2,17.01,16.42,0.59
States,Massachusetts,2019,3,1527,331,3,21.87,21.68,0.2
States,Michigan,2019,3,1794,262,3,14.77,14.6,0.17
States,Minnesota,2019,3,576,43,0,7.47,7.47,0
States,Mississippi,2019,3,100,15,1,16,15,1
States,Missouri,2019,3,1745,206,0,11.81,11.81,0
States,Montana,2019,3,281,50,6,19.93,17.79,2.14
States,Nebraska,2019,3,312,90,3,29.81,28.85,0.96
States,Nevada,2019,3,75,17,2,25.33,22.67,2.67
States,New Hampshire,2019,3,X,X,X,X,X,X
States,New Jersey,2019,3,X,X,X,X,X,X
States,New Mexico,2019,3,571,114,1,20.14,19.96,0.18
States,New York,2019,3,4010,721,0,17.98,17.98,0
States,North Carolina,2019,3,644,94,1,14.75,14.6,0.16
States,North Dakota,2019,3,325,64,0,19.69,19.69,0
States,Ohio,2019,3,3268,547,7,16.95,16.74,0.21
States,Oklahoma,2019,3,303,15,4,6.27,4.95,1.32
States,Oregon,2019,3,919,138,0,15.02,15.02,0
States,Pennsylvania,2019,3,799,185,2,23.4,23.15,0.25
States,Rhode Island,2019,3,X,X,X,X,X,X
States,South Carolina,2019,3,587,61,1,10.56,10.39,0.17
States,South Dakota,2019,3,77,1,0,1.3,1.3,0
States,Tennessee,2019,3,124,6,1,5.65,4.84,0.81
States,Texas,2019,3,3401,769,38,23.73,22.61,1.12
States,Utah,2019,3,1506,346,9,23.57,22.97,0.6
States,Vermont,2019,3,276,41,1,15.22,14.86,0.36
States,Virginia,2019,3,495,47,0,9.49,9.49,0
States,Washington,2019,3,1499,221,7,15.21,14.74,0.47
States,West Virginia,2019,3,836,72,3,8.97,8.61,0.36
States,Wisconsin,2019,3,1707,140,8,8.67,8.2,0.47
States,Wyoming,2019,3,X,X,X,X,X,X
States,Alabama,2019,4,603,67,5,11.94,11.11,0.83
States,Alaska,2019,4,17,2,0,11.76,11.76,0
States,Arizona,2019,4,385,32,0,8.31,8.31,0
States,Arkansas,2019,4,463,89,4,20.09,19.22,0.86
States,California,2019,4,1118,129,6,12.08,11.54,0.54
States,Colorado,2019,4,996,164,2,16.67,16.47,0.2
States,Connecticut,2019,4,1416,350,1,24.79,24.72,0.07
States,Delaware,2019,4,460,105,0,22.83,22.83,0
States,Florida,2019,4,X,X,X,X,X,X
States,Georgia,2019,4,1544,144,12,10.1,9.33,0.78
States,Hawaii,2019,4,372,54,3,15.32,14.52,0.81
States,Idaho,2019,4,202,47,1,23.76,23.27,0.5
States,Illinois,2019,4,429,62,3,15.15,14.45,0.7
States,Indiana,2019,4,303,21,1,7.26,6.93,0.33
States,Iowa,2019,4,311,33,1,10.93,10.61,0.32
States,Kansas,2019,4,132,4,1,3.79,3.03,0.76
States,Kentucky,2019,4,1066,233,1,21.95,21.86,0.09
States,Louisiana,2019,4,571,60,2,10.86,10.51,0.35
States,Maine,2019,4,108,12,0,11.11,11.11,0
States,Maryland,2019,4,339,46,5,15.04,13.57,1.47
States,Massachusetts,2019,4,1539,434,2,28.33,28.2,0.13
States,Michigan,2019,4,1873,354,5,19.17,18.9,0.27
States,Minnesota,2019,4,611,81,4,13.91,13.26,0.65
States,Mississippi,2019,4,173,29,1,17.34,16.76,0.58
States,Missouri,2019,4,1869,268,2,14.45,14.34,0.11
States,Montana,2019,4,341,61,7,19.94,17.89,2.05
States,Nebraska,2019,4,314,97,0,30.89,30.89,0
States,Nevada,2019,4,53,11,0,20.75,20.75,0
States,New Hampshire,2019,4,X,X,X,X,X,X
States,New Jersey,2019,4,X,X,X,X,X,X
States,New Mexico,2019,4,476,124,0,26.05,26.05,0
States,New York,2019,4,3984,907,8,22.97,22.77,0.2
States,North Carolina,2019,4,945,195,6,21.27,20.63,0.63
States,North Dakota,2019,4,393,120,0,30.53,30.53,0
States,Ohio,2019,4,3085,516,7,16.95,16.73,0.23
States,Oklahoma,2019,4,310,19,1,6.45,6.13,0.32
States,Oregon,2019,4,945,178,2,19.05,18.84,0.21
States,Pennsylvania,2019,4,811,185,1,22.93,22.81,0.12
States,Rhode Island,2019,4,X,X,X,X,X,X
States,South Carolina,2019,4,621,76,1,12.4,12.24,0.16
States,South Dakota,2019,4,76,6,0,7.89,7.89,0
States,Tennessee,2019,4,145,12,3,10.34,8.28,2.07
States,Texas,2019,4,4084,1053,59,27.23,25.78,1.44
States,Utah,2019,4,1644,443,15,27.86,26.95,0.91
States,Vermont,2019,4,336,89,1,26.79,26.49,0.3
States,Virginia,2019,4,555,64,1,11.71,11.53,0.18
States,Washington,2019,4,1629,351,7,21.98,21.55,0.43
States,West Virginia,2019,4,1055,140,6,13.84,13.27,0.57
States,Wisconsin,2019,4,1802,221,10,12.82,12.26,0.55
States,Wyoming,2019,4,X,X,X,X,X,X
States,Alabama,2019,5,924,145,9,16.67,15.69,0.97
States,Alaska,2019,5,11,1,0,9.09,9.09,0
States,Arizona,2019,5,466,50,1,10.94,10.73,0.21
States,Arkansas,2019,5,68,21,1,32.35,30.88,1.47
States,California,2019,5,1270,168,6,13.7,13.23,0.47
States,Colorado,2019,5,1058,225,12,22.4,21.27,1.13
States,Connecticut,2019,5,1467,391,1,26.72,26.65,0.07
States,Delaware,2019,5,534,166,1,31.27,31.09,0.19
States,Florida,2019,5,X,X,X,X,X,X
States,Georgia,2019,5,1702,189,18,12.16,11.1,1.06
States,Hawaii,2019,5,374,54,0,14.44,14.44,0
States,Idaho,2019,5,202,40,0,19.8,19.8,0
States,Illinois,2019,5,478,88,1,18.62,18.41,0.21
States,Indiana,2019,5,301,42,0,13.95,13.95,0
States,Iowa,2019,5,298,47,0,15.77,15.77,0
States,Kansas,2019,5,122,14,1,12.3,11.48,0.82
States,Kentucky,2019,5,1157,236,3,20.66,20.4,0.26
States,Louisiana,2019,5,749,158,4,21.63,21.09,0.53
States,Maine,2019,5,177,41,0,23.16,23.16,0
States,Maryland,2019,5,287,58,5,21.95,20.21,1.74
States,Massachusetts,2019,5,1531,412,1,26.98,26.91,0.07
States,Michigan,2019,5,1756,316,8,18.45,18,0.46
States,Minnesota,2019,5,550,71,3,13.45,12.91,0.55
States,Mississippi,2019,5,275,85,0,30.91,30.91,0
States,Missouri,2019,5,2054,416,4,20.45,20.25,0.19
States,Montana,2019,5,353,53,9,17.56,15.01,2.55
States,Nebraska,2019,5,356,127,0,35.67,35.67,0
States,Nevada,2019,5,68,17,3,29.41,25,4.41
States,New Hampshire,2019,5,X,X,X,X,X,X
States,New Jersey,2019,5,X,X,X,X,X,X
States,New Mexico,2019,5,472,77,1,16.53,16.31,0.21
States,New York,2019,5,4162,915,4,22.08,21.98,0.1
States,North Carolina,2019,5,1231,347,13,29.24,28.19,1.06
States,North Dakota,2019,5,405,122,0,30.12,30.12,0
States,Ohio,2019,5,3230,826,14,26.01,25.57,0.43
States,Oklahoma,2019,5,400,55,1,14,13.75,0.25
States,Oregon,2019,5,1023,156,2,15.44,15.25,0.2
States,Pennsylvania,2019,5,810,203,0,25.06,25.06,0
States,Rhode Island,2019,5,X,X,X,X,X,X
States,South Carolina,2019,5,635,112,0,17.64,17.64,0
States,South Dakota,2019,5,83,8,0,9.64,9.64,0
States,Tennessee,2019,5,205,35,3,18.54,17.07,1.46
States,Texas,2019,5,5795,1876,86,33.86,32.37,1.48
States,Utah,2019,5,1944,554,18,29.42,28.5,0.93
States,Vermont,2019,5,351,88,4,26.21,25.07,1.14
States,Virginia,2019,5,670,123,4,18.96,18.36,0.6
States,Washington,2019,5,1962,506,1,25.84,25.79,0.05
States,West Virginia,2019,5,975,183,2,18.97,18.77,0.21
States,Wisconsin,2019,5,1776,215,1,12.16,12.11,0.06
States,Wyoming,2019,5,X,X,X,X,X,X
States,Alabama,2019,6,1069,222,5,21.23,20.77,0.47
States,Alaska,2019,6,13,2,0,15.38,15.38,0
States,Arizona,2019,6,586,60,4,10.92,10.24,0.68
States,Arkansas,2019,6,947,354,3,37.7,37.38,0.32
States,California,2019,6,1134,122,6,11.29,10.76,0.53
States,Colorado,2019,6,1220,340,34,30.66,27.87,2.79
States,Connecticut,2019,6,1513,378,1,25.05,24.98,0.07
States,Delaware,2019,6,511,148,2,29.35,28.96,0.39
States,Florida,2019,6,X,X,X,X,X,X
States,Georgia,2019,6,1764,265,23,16.33,15.02,1.3
States,Hawaii,2019,6,296,39,2,13.85,13.18,0.68
States,Idaho,2019,6,180,34,3,20.56,18.89,1.67
States,Illinois,2019,6,589,112,4,19.69,19.02,0.68
States,Indiana,2019,6,438,66,0,15.07,15.07,0
States,Iowa,2019,6,282,64,0,22.7,22.7,0
States,Kansas,2019,6,109,7,0,6.42,6.42,0
States,Kentucky,2019,6,1045,221,7,21.82,21.15,0.67
States,Louisiana,2019,6,951,251,7,27.13,26.39,0.74
States,Maine,2019,6,156,49,0,31.41,31.41,0
States,Maryland,2019,6,392,104,4,27.55,26.53,1.02
States,Massachusetts,2019,6,1716,451,4,26.52,26.28,0.23
States,Michigan,2019,6,1728,260,15,15.91,15.05,0.87
States,Minnesota,2019,6,580,106,3,18.79,18.28,0.52
States,Mississippi,2019,6,308,90,1,29.55,29.22,0.32
States,Missouri,2019,6,2203,503,6,23.1,22.83,0.27
States,Montana,2019,6,402,108,7,28.61,26.87,1.74
States,Nebraska,2019,6,328,87,0,26.52,26.52,0
States,Nevada,2019,6,100,22,0,22,22,0
States,New Hampshire,2019,6,X,X,X,X,X,X
States,New Jersey,2019,6,X,X,X,X,X,X
States,New Mexico,2019,6,510,82,3,16.67,16.08,0.59
States,New York,2019,6,4781,1279,7,26.9,26.75,0.15
States,North Carolina,2019,6,1253,364,12,30.01,29.05,0.96
States,North Dakota,2019,6,381,137,0,35.96,35.96,0
States,Ohio,2019,6,3506,883,21,25.78,25.19,0.6
States,Oklahoma,2019,6,458,98,0,21.4,21.4,0
States,Oregon,2019,6,1071,289,1,27.08,26.98,0.09
States,Pennsylvania,2019,6,913,251,2,27.71,27.49,0.22
States,Rhode Island,2019,6,X,X,X,X,X,X
States,South Carolina,2019,6,926,214,2,23.33,23.11,0.22
States,South Dakota,2019,6,76,10,0,13.16,13.16,0
States,Tennessee,2019,6,263,60,3,23.95,22.81,1.14
States,Texas,2019,6,6918,2332,121,35.46,33.71,1.75
States,Utah,2019,6,2022,611,24,31.4,30.22,1.19
States,Vermont,2019,6,332,78,1,23.8,23.49,0.3
States,Virginia,2019,6,620,168,8,28.39,27.1,1.29
States,Washington,2019,6,1753,405,8,23.56,23.1,0.46
States,West Virginia,2019,6,1183,265,1,22.49,22.4,0.08
States,Wisconsin,2019,6,1925,294,8,15.69,15.27,0.42
States,Wyoming,2019,6,X,X,X,X,X,X
States,Alabama,2019,7,1073,204,6,19.57,19.01,0.56
States,Alaska,2019,7,11,2,1,27.27,18.18,9.09
States,Arizona,2019,7,524,48,3,9.73,9.16,0.57
States,Arkansas,2019,7,1029,406,5,39.94,39.46,0.49
States,California,2019,7,1145,158,2,13.97,13.8,0.17
States,Colorado,2019,7,1292,392,62,35.14,30.34,4.8
States,Connecticut,2019,7,1340,260,1,19.48,19.4,0.07
States,Delaware,2019,7,553,152,1,27.67,27.49,0.18
States,Florida,2019,7,X,X,X,X,X,X
States,Georgia,2019,7,1699,219,17,13.89,12.89,1
States,Hawaii,2019,7,298,39,0,13.09,13.09,0
States,Idaho,2019,7,154,36,2,24.68,23.38,1.3
States,Illinois,2019,7,547,149,3,27.79,27.24,0.55
